Name,G,Snaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap,Year,Pos_FB,Pos_RB,Pos_TE,Pos_WR,Team_ARI,Team_ATL,Team_BAL,Team_BUF,Team_CAR,Team_CHI,Team_CIN,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GB,Team_HOU,Team_IND,Team_JAX,Team_KC,Team_LAC,Team_LAR,Team_LV,Team_MIA,Team_MIN,Team_NE,Team_NO,Team_NYG,Team_NYJ,Team_OAK,Team_PHI,Team_PIT,Team_SD,Team_SEA,Team_SF,Team_TB,Team_TEN,Team_WAS
Stefon Diggs,19,2.7916099426322054,1.8577123135789948,1.8491347666213782,-0.5457143683311606,1.204891163010721,-0.038641497903411814,3.4885414790652187,0.7045441439897474,2020,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Woods,18,2.750029072821338,1.9040116581267201,1.994457940806403,-0.4177126406043782,0.594486255618154,-0.16111176464257035,2.1720464782616964,0.1710700141200616,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Evans,20,2.639146753325691,1.5543590081022987,1.5645207009533477,-0.5511228920379261,0.42683983739061804,-0.3560292314246115,2.89142328892957,0.4759123740455964,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Travis Kelce,18,2.625286463388735,1.7688175720473625,1.88478007349695,-0.5511228920379261,1.1705021541435345,-0.05761576458130953,3.7908214886709803,0.8569653239525147,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyreek Hill,18,2.614891245936018,1.759928097894199,1.876005844112194,-0.4567742007087954,0.8867928309892427,-0.08176483126227048,4.092747125463606,1.0093865039152823,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Thomas,17,2.601030955999062,2.0084629794263886,2.057522714509339,-0.5342963738391002,0.27208929748827704,-0.4026024314521789,1.137632236715133,-0.20998293578685676,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DeAndre Hopkins,16,2.47282327408222,1.9817945569668989,2.1485553443761845,-0.5451134212526312,0.9039873354228359,-0.15938683130821604,2.2145712158381228,0.3234911940828291,2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK Metcalf,17,2.469358201597981,1.9843873202615712,1.9346835031227518,-0.5511228920379261,0.630308139854807,-0.27438238693183914,2.8719327842070417,0.5521229640269801,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rob Gronkowski,20,2.4451026942083085,1.4010155789602325,1.4109716867201132,-0.5511228920379261,-0.03454603157747271,-0.5411720759786447,1.4083730659517122,-0.057561755824089456,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Terry McLaurin,16,2.3861964619762457,2.0221675854125154,2.063006607874811,-0.5391039504673363,0.690488905372384,-0.2393087424666341,1.7095899571180637,0.09485942413867805,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JuJu Smith-Schuster,17,2.3550108096180953,1.7117767795645646,1.8282959718325817,-0.5511228920379261,0.7922230566044787,-0.20940989800449203,1.9665102466423043,0.24728060410144534,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tyler Lockett,17,2.3376854471969004,1.8599346821172857,1.8123926810727113,-0.5511228920379261,0.6460697689189343,-0.2680576313725399,2.159643429801905,0.3234911940828291,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Michael Gallup,16,2.330755302228422,1.8073386267110696,2.0081676742200845,-0.5511228920379261,0.2219386595569629,-0.43825105369550205,1.178030737412738,-0.1337723458054731,2020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Waller,16,2.2926395049017936,1.9584596873148454,1.9703288099983236,-0.5511228920379261,0.8165819378854028,-0.19963527577648407,2.1915369829842253,0.3234911940828291,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalton Schultz,16,2.2198729827327752,1.7036280949241651,1.8984898069106317,-0.5511228920379261,0.021336107831706048,-0.5187479426320382,0.6322966051819373,-0.2861935257682405,2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Robinson II,17,2.1644318229849517,1.7180734904230555,1.6511662161278156,-0.5451134212526312,1.0773652551282364,-0.08866456459968791,2.10117191563432,0.3234911940828291,2020,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amari Cooper,16,2.1228509531740842,1.6132517743670054,1.8025216730148603,-0.5126622790120384,0.6833245285250533,-0.21688460912002758,1.7184492774464857,0.1710700141200616,2020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Jones Jr.,16,2.119385880689845,1.8888254731150662,1.7992313369955775,-0.5511228920379261,0.45693022014940665,-0.34395469808413104,1.842479762044395,0.24728060410144534,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Thielen,15,2.0639447209420214,1.9617932401222813,1.9555222979115476,-0.5318925855249822,0.37812207482876997,-0.3566042092027296,2.3421454285674006,0.4759123740455964,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Guyton,16,2.039689213552349,1.4647234770579025,1.7202632725327707,-0.5379020563102771,-0.4357511350279862,-0.6895163427331186,0.37714817972338105,-0.36240411574962417,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Godwin,16,2.039689213552349,1.7321484911655638,1.7202632725327707,-0.5445124741741016,0.5156781102975173,-0.31405585362198907,1.9133543246717717,0.3234911940828291,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marquise Brown,18,2.0292939960996317,1.4625011085196122,1.3610682570943125,-0.5312916384464528,0.5214096117753819,-0.2991064313909181,1.7485709665631206,0.24728060410144534,2020,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Henry,14,2.018898778646915,1.7988195473142885,2.146361787029995,-0.5511228920379261,0.16748939551725023,-0.4601002092639905,0.6641901583642568,-0.2861935257682405,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Higbee,17,2.011968633678437,1.4369438703292674,1.5091333779620741,-0.5445124741741016,-0.26953759216991635,-0.6297186538088345,0.6606464302328879,-0.2861935257682405,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Pascal,17,2.00157341622572,1.4373142650856494,1.499262369904223,-0.5511228920379261,-0.09329392172558365,-0.5647461648814875,0.970722641727661,-0.1337723458054731,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davante Adams,16,1.9911781987730033,1.7221478327432553,1.6720050109166118,-0.5511228920379261,1.4628087295146228,0.059679702154785984,3.913788854829479,1.3142288638408168,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooper Kupp,16,1.9911781987730033,1.5554701923714442,1.6720050109166118,-0.5246812205826283,0.8294778162105978,-0.169161453536224,1.3587608721125488,0.09485942413867805,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damiere Byrd,16,1.9773179088360473,1.863638629681104,1.65829527750293,-0.5379020563102771,-0.06750216507519329,-0.5417470537567628,0.35588581093516825,-0.36240411574962417,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Josh Reynolds,18,1.9703877638675693,1.2350787281011855,1.308971270122322,-0.5445124741741016,0.061456618176757315,-0.4957488315073136,0.5490189940947696,-0.2861935257682405,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Jefferson,16,1.9253418215724627,1.5958432208170608,1.6072950692040344,-0.5445124741741016,0.7291765403479693,-0.22838416468238987,2.4520010006398345,0.6283335540083637,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Slayton,16,1.894156169214312,1.769187966803744,1.5760368770208404,-0.5373011092317477,0.29214955266080284,-0.39685265367099776,0.7651864101082686,-0.20998293578685676,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marquez Valdes-Scantling,18,1.890691096730073,1.2984162314424734,1.2393258243808196,-0.5234793264255693,-0.033113156208006624,-0.5141481204070932,1.369392056506655,0.09485942413867805,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keenan Allen,14,1.8837609517615952,1.660662303183876,1.9939095514698564,-0.5445124741741016,1.1002912610396942,-0.07888994237167986,1.7237648696435386,0.3234911940828291,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Davis,19,1.873365734308878,1.0891431940867549,1.0841316421379437,-0.5445124741741016,-0.0918610463561173,-0.557271453765952,1.1089280388510458,0.0186488341572943,2020,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Sample,16,1.8629705168561612,1.539543217847027,1.5453270741741933,-0.5511228920379261,-0.4171237552249266,-0.6946911427361816,-0.15795476811331308,-0.6672464756751588,2020,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarcus Robinson,19,1.786738922202904,0.9546898975201609,1.0122926390502518,-0.5511228920379261,-0.2079239512828731,-0.6107443871309367,0.3062736170960043,-0.36240411574962417,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Engram,16,1.755553269844753,1.6232524327893139,1.4389395428840241,-0.5078547023838024,0.5729931250761622,-0.25598309803205943,0.5348440815692943,-0.2861935257682405,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
D.J. Moore,15,1.7486231248762751,1.7610392821633445,1.623198359963905,-0.5367001621532181,0.7320422910869017,-0.2197594980106182,1.7308523259062765,0.3234911940828291,2020,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Ridley,15,1.7035771825811683,1.4595379504685573,1.5754884876842927,-0.5144651202476269,1.2005925369023227,-0.011042564553742246,2.5459097961211086,0.7807547339711312,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Green,16,1.6966470376126905,1.3750879460135068,1.3808102732100138,-0.5511228920379261,0.5242753625143142,-0.3169307425125797,0.29209870457052906,-0.36240411574962417,2020,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Beasley,18,1.6897168926442125,1.0606227978453564,1.0621960686760528,-0.5511228920379261,0.8968229585755053,-0.1674365202018697,1.6333998022936336,0.3234911940828291,2020,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Ebron,16,1.6827867476757346,1.258783992509621,1.3671005397963323,-0.5511228920379261,0.49848360586392404,-0.32728034251870575,0.8892168947061779,-0.057561755824089456,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jarvis Landry,17,1.6793216751914957,1.2798964936233834,1.199293402812869,-0.5216764851899808,0.7993874334518092,-0.17836109798611385,1.6185161441418843,0.3234911940828291,2020,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diontae Johnson,16,1.6689264577387788,1.2410050442032943,1.3533908063826505,-0.5288878501323349,1.5301538718795302,0.10797783551670767,1.7326241899719608,0.39970178406421264,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jerry Jeudy,16,1.644670950349106,1.3361964965934172,1.3292616755745712,-0.5511228920379261,0.7191464127617063,-0.238733764688516,1.0238785636981935,0.0186488341572943,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tee Higgins,16,1.644670950349106,1.3236030748764362,1.3292616755745712,-0.5138641731690975,0.6116807600517474,-0.24620847580405147,1.4136886581487655,0.24728060410144534,2020,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Brown,15,1.6412058778648668,1.582879404343698,1.5096817672986211,-0.5511228920379261,0.7750285521708852,-0.21630963134190948,2.441369816245728,0.7807547339711312,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Robby Anderson,16,1.6412058778648668,1.4428701864313767,1.3259713395552875,-0.5210755381114514,1.1490090236015424,-0.0374915423471756,1.4402666191340319,0.24728060410144534,2020,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandin Cooks,15,1.634275732896389,1.8128945480567968,1.5025527059235066,-0.5511228920379261,0.8337764423189961,-0.19273554243906674,1.8283048495189194,0.4759123740455964,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Williams,15,1.6238805154436722,1.2050767528342594,1.4915849191925616,-0.5433105800170426,0.23196878714322577,-0.4273264759112579,1.025650427763878,0.0186488341572943,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Montgomery,16,1.613485297990955,1.315454390236036,1.2985518727279242,1.40435890149705,-0.05030766064159995,1.323480858458404,2.9428073468344182,1.085597093896666,2020,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Ward,16,1.5961599355697602,1.1598885925556797,1.2815518032949589,-0.5360992150746887,0.13883188812792793,-0.45722532037339986,0.572053226948667,-0.20998293578685676,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ezekiel Elliott,15,1.5822996456328045,1.2443385970107306,1.44771377226878,1.3118130514035078,0.018470357092773868,1.2625332139778835,2.195080711115594,0.7045441439897474,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayden Hurst,16,1.5753695006643265,1.1539622764535704,1.260713008506163,-0.5511228920379261,0.295015303399735,-0.4089271870114781,0.8023955554876413,-0.057561755824089456,2020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keelan Cole,16,1.5753695006643265,1.3665688666167253,1.260713008506163,-0.5433105800170426,0.27782079896614165,-0.4089271870114781,0.8254297883415389,-0.057561755824089456,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Hooper,15,1.5719044281800876,1.44361097594414,1.436745985537835,-0.5511228920379261,0.24199891472948867,-0.4302013648018484,0.5649657706859295,-0.20998293578685676,2020,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Kirk,14,1.5615092107273707,1.4184241325101772,1.629779032002472,-0.5354982679961592,0.15745926793098736,-0.4497506092578644,0.8963043509689157,0.0186488341572943,2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darnell Mooney,16,1.5615092107273707,1.2635991243425841,1.2470032750924813,-0.5204745910329218,0.5056479827112548,-0.29508158694409126,0.7669582741739529,-0.057561755824089456,2020,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonnu Smith,16,1.5545790657588927,1.3080464951084005,1.2404226030539138,-0.5354982679961592,-0.04171040842480316,-0.5290975426381642,0.9264260400855505,0.0186488341572943,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alvin Kamara,17,1.5337886308534587,1.0287688487965214,1.0638412366856946,1.2216709896240836,0.8395079437968607,1.5051738363437281,4.874139178430433,2.228755943617421,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Pittman Jr.,14,1.5303235583692198,1.4836136096333747,1.5941337251268999,-0.5198736439543924,0.007007354137044899,-0.4945988759510774,0.37537631565769675,-0.2861935257682405,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Hockenson,16,1.512998195948025,1.2710070194702203,1.199293402812869,-0.5433105800170426,0.594486255618154,-0.2812821202692565,1.0717188934716728,0.09485942413867805,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Gage,16,1.4956728335268301,1.078031351395301,1.1822933333799042,-0.5354982679961592,0.7764614275403512,-0.2007852313327204,1.0851850603708746,0.09485942413867805,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Claypool,17,1.4956728335268301,0.9383925282393617,1.0281959298101226,-0.4723988247505622,0.8882257063587088,-0.09498932015898716,2.1791339345244345,0.7045441439897474,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tim Patrick,15,1.4540919637159626,1.3132320216977458,1.3122616061416057,-0.5511228920379261,0.2162071580790983,-0.44055096480797457,1.1053843107196768,0.1710700141200616,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Davis,15,1.4540919637159626,1.391385315294306,1.3122616061416057,-0.5511228920379261,0.5027822319723223,-0.32555540918435144,1.3924262893605528,0.3234911940828291,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Devin Singletary,19,1.4402316737790066,0.7265267275889707,0.7232914586898431,0.8346610710510888,-0.15920618872102504,0.7347036136654534,1.2134680187264262,0.24728060410144534,2020,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Henry,17,1.4402316737790066,1.0232129274507946,0.9766473321746798,2.638704200796632,-0.6392194374921754,2.2681693479064675,4.80858020800011,2.304966533598805,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tyler Boyd,15,1.4402316737790066,1.3147136007232727,1.2974550940548295,-0.5108594377764499,0.820880563993801,-0.15938683130821604,1.1663364345792206,0.1710700141200616,2020,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.Y. Hilton,16,1.4367666012947677,1.066549113947465,1.1236156743693468,-0.5511228920379261,0.5916205048792219,-0.2899067869410282,1.12664667950789,0.1710700141200616,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,13,1.4367666012947677,1.4984293998886469,1.7131342111576566,-0.5511228920379261,0.09154700093554596,-0.49057403150425055,-0.01620564285855964,-0.5148252957123916,2020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Tonyan,18,1.3951857314839,0.8517201552460198,0.8033563018257438,-0.5511228920379261,0.017037481723307782,-0.5204728759663925,1.6121374335054206,0.4759123740455964,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Fant,15,1.3917206589996611,1.2443385970107306,1.2464548857559339,-0.5511228920379261,0.5271411132532463,-0.3157807869563435,0.6996274396779452,-0.057561755824089456,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Agholor,16,1.388255586515422,1.065067534921938,1.0759058020897345,-0.5511228920379261,0.31507555857226077,-0.40087749811782447,1.5908750647172074,0.4759123740455964,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CeeDee Lamb,16,1.3847905140311831,0.9243175274968531,1.0726154660704512,-0.4687931422793853,0.8667325758167169,-0.10073909794016818,1.5926469287828917,0.4759123740455964,2020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Aiyuk,12,1.3778603690627051,1.7843741518153984,1.8973930282375373,-0.5018452315985075,0.6159793861601459,-0.2324090091292167,1.3587608721125488,0.3234911940828291,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeVante Parker,14,1.3709302240942272,1.448055713020722,1.414262022739397,-0.5511228920379261,0.7406395433036982,-0.23010909801674426,0.983125690187452,0.09485942413867805,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Sims,17,1.3189541368306426,0.8291260751067299,0.863679128845943,-0.5427096329385132,-0.06320353896679501,-0.5446219426473534,0.29741429676758224,-0.2861935257682405,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gerald Everett,18,1.3154890643464037,0.6731898826699911,0.7331624667476938,-0.5427096329385132,-0.021650153252277652,-0.527947587081928,0.07238756042566125,-0.4386147057310078,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre'Quan Smith,15,1.3050938468936868,1.1761859618364787,1.1548738665525409,-0.5427096329385132,-0.21795407886913598,-0.6067195426841099,0.7403803131886867,0.0186488341572943,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DJ Chark Jr.,13,1.287768484472492,1.6543655923253855,1.5316173407605118,-0.5511228920379261,0.6260095137464088,-0.27610732026619345,0.9352853604139726,0.09485942413867805,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Andrews,16,1.280838339504014,1.0065451634136133,0.9695182707995652,-0.5511228920379261,0.8767627034029798,-0.17548620909552323,1.2613083484999057,0.3234911940828291,2020,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick Bourne,15,1.2392574696931464,1.0202497693997397,1.085776810147585,-0.5511228920379261,0.2491632915768191,-0.4273264759112579,0.5826844113427736,-0.057561755824089456,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J.D. McKissic,17,1.2080718173349956,0.7268971223453525,0.7605819335750571,0.21869031555835672,1.0916940088228977,0.6478819691696182,1.2559927563028523,0.3234911940828291,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
